session_id;username;time;positionx;positiony;positionz
1;manavld;20/12/2020 03:37:51;44,10883;0,6526763;-16,29511
1;manavld;20/12/2020 03:37:51;44,10883;0,6526763;-16,29511
1;manavld;20/12/2020 03:37:51;44,10883;0,6526763;-16,29511
1;manavld;20/12/2020 03:37:52;44,10883;0,6526763;-16,29511
1;manavld;20/12/2020 03:37:52;44,10883;0,6526763;-16,29511
1;manavld;20/12/2020 03:37:52;44,10883;0,6526763;-16,29511
1;manavld;20/12/2020 03:37:53;44,10883;0,6526763;-16,29511
1;manavld;20/12/2020 03:37:53;44,10883;0,6526763;-16,29511
1;manavld;20/12/2020 03:37:53;44,10883;0,6526763;-16,29511
1;manavld;20/12/2020 03:37:54;44,10883;0,6526763;-16,29511
1;manavld;20/12/2020 03:37:54;44,10883;0,6526763;-16,29511
1;manavld;20/12/2020 03:37:54;44,10883;0,6526763;-16,29511
1;manavld;20/12/2020 03:37:55;44,10883;0,6526763;-16,29511
1;manavld;20/12/2020 03:37:55;44,10883;0,6526763;-16,29511
1;manavld;20/12/2020 03:37:55;44,10883;0,6526763;-16,29511
1;manavld;20/12/2020 03:37:55;44,10883;0,6526763;-16,29511
1;manavld;20/12/2020 03:37:56;44,10883;0,6526763;-16,29511
1;manavld;20/12/2020 03:37:56;44,10883;0,6526763;-16,29511
1;manavld;20/12/2020 03:37:56;44,10883;0,6526763;-16,29511
1;manavld;20/12/2020 03:37:57;44,10883;0,6526763;-16,29511
1;manavld;20/12/2020 03:37:57;44,10883;0,6526763;-16,29511
1;manavld;20/12/2020 03:37:57;44,10883;0,6526763;-16,29511
1;manavld;20/12/2020 03:37:58;44,10883;0,6526763;-16,29511
1;manavld;20/12/2020 03:37:58;44,10883;0,6526763;-16,29511
1;manavld;20/12/2020 03:37:58;44,10883;0,6526763;-16,29511
1;manavld;20/12/2020 03:37:58;44,10883;0,6526763;-16,29511
1;manavld;20/12/2020 03:37:59;44,10883;0,6526763;-16,29511
1;manavld;20/12/2020 03:37:59;44,10883;0,6526763;-16,29511
1;manavld;20/12/2020 03:37:59;44,10883;0,6526763;-16,29511
1;manavld;20/12/2020 03:38:00;44,10883;0,6526763;-16,29511
1;manavld;20/12/2020 03:38:00;44,10883;0,6526763;-16,29511
1;manavld;20/12/2020 03:38:00;44,10883;0,6526763;-16,29511
1;manavld;20/12/2020 03:38:01;44,10883;0,6526763;-16,29511
1;manavld;20/12/2020 03:38:01;44,10883;0,6526763;-16,29511
1;manavld;20/12/2020 03:38:01;44,10883;0,6526763;-16,29511
1;manavld;20/12/2020 03:38:01;44,10883;0,6526763;-16,29511
1;manavld;20/12/2020 03:38:02;44,10883;0,6526763;-16,29511
1;manavld;20/12/2020 03:38:02;44,10883;0,6526763;-16,29511
1;manavld;20/12/2020 03:38:02;44,10883;0,6526763;-16,29511
1;manavld;20/12/2020 03:38:03;44,10883;0,6526763;-16,29511
1;manavld;20/12/2020 03:38:03;44,10883;0,6526763;-16,29511
1;manavld;20/12/2020 03:38:03;44,10883;0,6526763;-16,29511
1;manavld;20/12/2020 03:38:04;44,10883;0,6526763;-16,29511
1;manavld;20/12/2020 03:38:04;44,10883;0,6526763;-16,29511
1;manavld;20/12/2020 03:38:04;26;0,6159999;1
1;manavld;20/12/2020 03:38:05;26;0,04483724;1
1;manavld;20/12/2020 03:38:05;26;0,04483724;1
1;manavld;20/12/2020 03:38:05;26;0,04483724;1
1;manavld;20/12/2020 03:38:05;26;0,04483724;1
1;manavld;20/12/2020 03:38:06;26;0,04483724;1
1;manavld;20/12/2020 03:38:06;26,03041;0,04643375;0,9817206
1;manavld;20/12/2020 03:38:06;27,50665;0,09463567;0,09977408
1;manavld;20/12/2020 03:38:07;29,44625;0,2245721;-1,005583
1;manavld;20/12/2020 03:38:07;29,48113;0,2254413;-1,025445
1;manavld;20/12/2020 03:38:07;30,44339;0,2388324;-1,518176
1;manavld;20/12/2020 03:38:08;30,52997;0,2427094;-1,546555
1;manavld;20/12/2020 03:38:08;31,64372;0,3074034;-1,780342
1;manavld;20/12/2020 03:38:08;31,94492;0,3243122;-1,81631
1;manavld;20/12/2020 03:38:08;32,41423;0,3337684;-1,872153
1;manavld;20/12/2020 03:38:09;32,79266;0,3398056;-1,917122
1;manavld;20/12/2020 03:38:09;32,80433;0,3399918;-1,918509
2;manavld;20/12/2020 03:40:42;6;-0,02091116;-35
2;manavld;20/12/2020 03:40:42;6;-0,02091116;-35
2;manavld;20/12/2020 03:40:42;6;-0,02091116;-35
2;manavld;20/12/2020 03:40:43;6;-0,02091116;-35
2;manavld;20/12/2020 03:40:43;6;-0,02091116;-35
2;manavld;20/12/2020 03:40:43;5,989172;-0,0209018;-34,93299
2;manavld;20/12/2020 03:40:44;5,895577;-0,02050048;-33,09455
2;manavld;20/12/2020 03:40:44;5,837848;-0,01996523;-30,83032
2;manavld;20/12/2020 03:40:44;5,79952;-0,01941198;-28,54923
2;manavld;20/12/2020 03:40:45;5,800079;-0,01883477;-26,28256
2;manavld;20/12/2020 03:40:45;6,005989;-0,01811081;-24,01292
2;manavld;20/12/2020 03:40:45;6,233363;-0,01737458;-21,75433
2;manavld;20/12/2020 03:40:45;6,476576;-0,0165869;-19,33853
2;manavld;20/12/2020 03:40:46;6,7041;-0,01585019;-17,07857
2;manavld;20/12/2020 03:40:46;6,93194;-0,0151124;-14,81548
2;manavld;20/12/2020 03:40:46;7,242011;-0,01431888;-12,56313
2;manavld;20/12/2020 03:40:47;7,628992;-0,01347446;-10,32514
2;manavld;20/12/2020 03:40:47;8,180948;-0,01248085;-7,96188
2;manavld;20/12/2020 03:40:47;8,746772;-0,01151919;-5,762796
2;manavld;20/12/2020 03:40:48;9,33954;-0,01053846;-3,564335
2;manavld;20/12/2020 03:40:48;9,990111;2,037462;-1,254406
2;manavld;20/12/2020 03:40:48;10,51049;1,677463;0,2797022
2;manavld;20/12/2020 03:40:48;10,52669;0,1934367;0,3270051
2;manavld;20/12/2020 03:40:49;10,80416;0,03899997;0,686265
2;manavld;20/12/2020 03:40:49;12,34901;1,415;1,432686
2;manavld;20/12/2020 03:40:49;13,85906;2,15858;1,56487
2;manavld;20/12/2020 03:40:50;16,25662;0,8385804;1,672829
2;manavld;20/12/2020 03:40:50;17,77363;-0,01731437;1,745008
2;manavld;20/12/2020 03:40:50;19,077;-0,01731431;1,757488
2;manavld;20/12/2020 03:40:51;21,24743;-0,01731431;1,641014
2;manavld;20/12/2020 03:40:51;23,51359;-0,01731431;1,514086
2;manavld;20/12/2020 03:40:51;25,78455;0,01958585;1,387684
2;manavld;20/12/2020 03:40:51;28,20074;0,09125286;1,258105
2;manavld;20/12/2020 03:40:52;30,28463;0,250623;1,14975
2;manavld;20/12/2020 03:40:52;30,32463;0,2526156;1,147684
2;manavld;20/12/2020 03:40:52;31,99318;0,3092438;1,060146
2;manavld;20/12/2020 03:40:53;33,82784;0,3192202;0,9930355
2;manavld;20/12/2020 03:40:53;33,82784;0,3192202;0,9930355
2;manavld;20/12/2020 03:40:53;35,78646;0,4847054;0,924273
2;manavld;20/12/2020 03:40:54;37,9795;0,7184747;0,1942248
2;manavld;20/12/2020 03:40:54;39,69198;0,4899777;0,3311534
2;manavld;20/12/2020 03:40:54;41,94368;0,4899999;0,6146883
2;manavld;20/12/2020 03:40:55;44,20241;0,49;0,8991087
2;manavld;20/12/2020 03:40:55;46,35961;0,7707001;1,175572
2;manavld;20/12/2020 03:40:55;48,46254;0,4748694;1,469972
2;manavld;20/12/2020 03:40:55;50,558;0,06005198;1,824375
2;manavld;20/12/2020 03:40:56;52,16943;0,6547589;2,059661
2;manavld;20/12/2020 03:40:56;52,40334;0,6633214;2,088769
2;manavld;20/12/2020 03:40:56;52,40334;0,6633214;2,088769
2;manavld;20/12/2020 03:40:57;52,40334;0,6633215;2,088769
2;manavld;20/12/2020 03:40:57;53,26006;0,6940731;2,194716
2;manavld;20/12/2020 03:40:57;55,49078;0,8371181;2,479596
2;manavld;20/12/2020 03:40:58;57,72046;0,6951703;2,594983
2;manavld;20/12/2020 03:40:58;60,13332;0,6405668;2,380385
2;manavld;20/12/2020 03:40:58;61,20747;0,6006594;2,26174
2;manavld;20/12/2020 03:40:58;61,35829;0,5921977;2,244199
2;manavld;20/12/2020 03:40:59;62,30406;0,4745967;1,281907
2;manavld;20/12/2020 03:40:59;63,18112;0,3382306;-0,5594041
2;manavld;20/12/2020 03:40:59;62,10825;0,3736721;-2,468827
2;manavld;20/12/2020 03:41:00;60,9379;0,3095193;-4,105386
2;manavld;20/12/2020 03:41:00;58,77119;0,1970203;-4,775445
2;manavld;20/12/2020 03:41:00;56,7318;0,2628975;-5,684761
2;manavld;20/12/2020 03:41:01;56,24686;0,05369848;-7,782088
2;manavld;20/12/2020 03:41:01;55,32911;0,00199765;-9,732133
2;manavld;20/12/2020 03:41:01;53,77708;0,03332913;-11,38854
2;manavld;20/12/2020 03:41:01;52,71434;0,1525161;-13,27438
2;manavld;20/12/2020 03:41:02;52,72733;0,2077339;-15,53398
2;manavld;20/12/2020 03:41:02;51,26365;0,3026595;-17,25922
2;manavld;20/12/2020 03:41:02;49,72881;0,4235494;-18,91478
2;manavld;20/12/2020 03:41:03;49,05379;0,3489919;-21,07456
2;manavld;20/12/2020 03:41:03;48,70792;0,1483997;-23,17503
2;manavld;20/12/2020 03:41:03;48,30728;0,2709211;-25,22496
2;manavld;20/12/2020 03:41:04;50,00037;0,02496165;-25,83101
2;manavld;20/12/2020 03:41:04;51,60311;0,3884511;-24,3281
2;manavld;20/12/2020 03:41:04;51,91394;0,4014322;-22,22053
2;manavld;20/12/2020 03:41:04;51,60124;0,2930257;-19,9803
2;manavld;20/12/2020 03:41:05;51,28652;0,2881122;-17,58124
2;manavld;20/12/2020 03:41:05;51,91931;0,2472596;-15,56017
2;manavld;20/12/2020 03:41:05;53,68997;0,106518;-16,16171
2;manavld;20/12/2020 03:41:06;52,27565;0,1845905;-17,42294
2;manavld;20/12/2020 03:41:06;51,21874;0,3069192;-17,28606
2;manavld;20/12/2020 03:41:06;51,21874;0,3069192;-17,28606
2;manavld;20/12/2020 03:41:07;51,16404;0,3002263;-17,64092
2;manavld;20/12/2020 03:41:07;50,8662;0,347725;-19,53829
2;manavld;20/12/2020 03:41:07;49,78651;0,3270946;-21,40815
2;manavld;20/12/2020 03:41:08;50,71413;0,2307211;-23,31036
2;manavld;20/12/2020 03:41:08;52,60109;0,5040566;-23,68842
2;manavld;20/12/2020 03:41:08;53,39426;0,5409986;-23,33552
2;manavld;20/12/2020 03:41:08;52,6324;0,4705877;-23,11182
2;manavld;20/12/2020 03:41:09;51,01672;0,2942654;-23,60394
2;manavld;20/12/2020 03:41:09;50,85885;0,1542995;-25,65902
2;manavld;20/12/2020 03:41:09;51,29995;0,7522137;-27,68845
2;manavld;20/12/2020 03:41:10;52,51422;1,723624;-28,69919
